typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerISO,partnerDesc,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,customsCode,customsDesc,motDesc,qty,altQty,netWgt,grossWgt,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,40,Rubber and articles thereof,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,27903315159,0.0,27903315159,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,16370537018,0.0,16370537018,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,61,Apparel and clothing accessories; knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,45748924363,0.0,45748924363,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,62,Apparel and clothing accessories; not knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,37807716274,0.0,37807716274,0,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,70,Glass and glassware,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,7933153100,0.0,7933153100,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,72,Iron and steel,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,28816847585,0.0,28816847585,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,348601309246,0.0,348601309246,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,355997429299,0.0,355997429299,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,294283171951,0.0,294283171951,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,86045383685,0.0,86045383685,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,66961240385,0.0,66961240385,4,False
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,96,Miscellaneous manufactured articles,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,6414610189,0.0,6414610189,4,False
